Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/12/2020,ID-SN,Sulawesi Selatan,45,0,0,45,221,18,29,174,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,4.77,23.44,0,1.91,0.19,8.14%,13.12%,4.09,0
4/12/2020,ID-ST,Sulawesi Tengah,0,0,0,0,19,2,2,15,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,6.43,0,0.68,0.07,10.53%,10.53%,0,1
4/12/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,6.07,0,0.38,0.04,6.25%,6.25%,0,0
4/12/2020,ID-SA,Sulawesi Utara,4,0,0,4,17,4,6,7,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,1.51,6.43,0,1.51,0.15,23.53%,35.29%,,1
4/12/2020,ID-SB,Sumatera Barat,13,0,1,12,44,3,7,34,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,2.36,7.97,0,0.54,0.05,6.82%,15.91%,,1
4/12/2020,ID-SS,Sumatera Selatan,0,0,2,-2,18,2,4,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,2.19,0,0.24,0.02,11.11%,22.22%,1,1
4/12/2020,ID-SU,Sumatera Utara,10,0,0,10,65,8,18,39,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.67,4.37,0,0.54,0.05,12.31%,27.69%,,0
4/13/2020,ID-BA,Bali,5,0,0,5,81,2,10,69,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,19.21,0,0.47,0.05,2.47%,12.35%,2.5,1
4/13/2020,ID-BT,Banten,4,2,9,-7,206,45,269,-108,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,19.21,0,4.2,0.42,21.84%,130.58%,2,2
4/13/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,2,0,0.5,0.05,25.00%,0.00%,1,1
4/13/2020,ID-JK,DKI Jakarta,135,7,1,127,1820,261,192,1367,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,12.45,167.8,1,24.06,2.41,14.34%,10.55%,0.87,0.21
4/13/2020,ID-YO,Daerah Istimewa Yogyakarta,16,0,0,16,54,6,20,28,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,4.41,14.87,0,1.65,0.17,11.11%,37.04%,16,1
4/13/2020,ID-GO,Gorontalo,0,0,0,0,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,0.85,0,0,0,0.00%,0.00%,1,1
4/13/2020,IDN,Indonesia,316,26,21,269,4557,399,380,3778,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.19,17.18,0,1.5,0.15,8.76%,8.34%,0.79,0.57
4/13/2020,ID-JA,Jambi,0,0,0,0,4,0,4,0,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,1.15,0,0,0,0.00%,100.00%,1,1
4/13/2020,ID-JB,Jawa Barat,59,3,1,55,457,71,115,271,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.31,10.12,0,1.57,0.16,15.54%,25.16%,3.47,0.75
4/13/2020,ID-JT,Jawa Tengah,13,1,3,9,311,48,62,201,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.36,8.55,0,1.32,0.13,15.43%,19.94%,0.23,1
4/13/2020,ID-JI,Jawa Timur,52,3,6,43,486,126,699,-339,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.28,12.01,0,3.11,0.31,25.93%,143.83%,0.47,3
4/13/2020,ID-KB,Kalimantan Barat,0,0,0,0,13,3,4,6,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,2.4,0,0.55,0.06,23.08%,30.77%,0,1
4/13/2020,ID-KS,Kalimantan Selatan,1,0,1,0,34,5,4,25,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.25,8.45,0,1.24,0.12,14.71%,11.76%,0.2,1
4/13/2020,ID-KT,Kalimantan Tengah,1,0,1,0,25,3,47,-25,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,9.73,0,1.17,0.12,12.00%,188.00%,,1
4/13/2020,ID-KI,Kalimantan Timur,0,0,0,0,33,1,9,23,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0,9.29,0,0.28,0.03,3.03%,27.27%,1,1
4/13/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,24.68,0,1.54,0.15,6.25%,0.00%,1,1
4/13/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,5,1,0,4,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,3.62,0,0.72,0.07,20.00%,0.00%,1,1
4/13/2020,ID-KR,Kepulauan Riau,0,0,0,0,21,6,4,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,10.88,0,3.11,0.31,28.57%,19.05%,1,1
4/13/2020,ID-LA,Lampung,1,0,0,1,21,5,4,12,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.11,2.31,0,0.55,0.05,23.81%,19.05%,,1
4/13/2020,ID-MA,Maluku,0,0,0,0,11,1,2,8,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,5.96,0,0.54,0.05,9.09%,18.18%,0,1
4/13/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,1,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,1.53,0,0,0,0.00%,50.00%,1,1
4/13/2020,ID-NB,Nusa Tenggara Barat,3,0,0,3,36,2,2,32,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.57,6.83,0,0.38,0.04,5.56%,5.56%,0.33,1
4/13/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0,0.18,0,0,0,0.00%,0.00%,1,1
4/13/2020,ID-PA,Papua,6,0,0,6,67,5,11,51,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,1.38,15.44,0,1.15,0.12,7.46%,16.42%,6,1
4/13/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0,0.88,0.09,50.00%,50.00%,1,1
4/13/2020,ID-RI,Riau,3,0,0,3,20,3,4,13,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.49,3.29,0,0.49,0.05,15.00%,20.00%,,1
4/13/2020,ID-SN,Sulawesi Selatan,0,1,6,-7,221,19,35,167,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,23.44,0,2.02,0.2,8.60%,15.84%,0,
4/13/2020,ID-ST,Sulawesi Tengah,0,1,0,-1,19,3,2,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,6.43,0,1.02,0.1,15.79%,10.53%,1,
4/13/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,6.07,0,0.38,0.04,6.25%,6.25%,1,1
4/13/2020,ID-SA,Sulawesi Utara,0,0,0,0,17,4,6,7,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,6.43,0,1.51,0.15,23.53%,35.29%,0,1
4/13/2020,ID-SB,Sumatera Barat,1,0,0,1,45,3,7,35,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.18,8.15,0,0.54,0.05,6.67%,15.56%,0.08,1
4/13/2020,ID-SS,Sumatera Selatan,0,0,0,0,18,2,4,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,2.19,0,0.24,0.02,11.11%,22.22%,1,1
4/13/2020,ID-SU,Sumatera Utara,2,1,1,0,67,9,19,39,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.13,4.5,0,0.61,0.06,13.43%,28.36%,0.2,
4/14/2020,ID-BA,Bali,6,0,0,6,87,2,10,75,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.42,20.63,0,0.47,0.05,2.30%,11.49%,1.2,1
4/14/2020,ID-BT,Banten,6,2,3,1,212,47,272,-107,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.56,19.77,0,4.38,0.44,22.17%,128.30%,1.5,1
4/14/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,2,0,0.5,0.05,25.00%,0.00%,1,1
4/14/2020,ID-JK,DKI Jakarta,122,10,0,112,1942,271,192,1479,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,11.25,179.05,1,24.99,2.5,13.95%,9.89%,0.9,1.43
4/14/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,4,1,59,6,24,29,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.38,16.25,0,1.65,0.17,10.17%,40.68%,0.31,1
4/14/2020,ID-GO,Gorontalo,0,0,0,0,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,0.85,0,0,0,0.00%,0.00%,1,1
4/14/2020,IDN,Indonesia,282,60,46,176,4839,459,426,3954,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.06,18.25,0,1.73,0.17,9.49%,8.80%,0.89,2.31
4/14/2020,ID-JA,Jambi,1,0,0,1,5,0,4,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,1.43,0,0,0,0.00%,80.00%,,1
4/14/2020,ID-JB,Jawa Barat,4,1,5,-2,461,72,120,269,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.09,10.21,0,1.59,0.16,15.62%,26.03%,0.07,0.33
4/14/2020,ID-JT,Jawa Tengah,81,1,3,77,392,49,65,278,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.23,10.78,0,1.35,0.13,12.50%,16.58%,6.23,1
4/14/2020,ID-JI,Jawa Timur,36,2,10,24,522,128,709,-315,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.89,12.9,0,3.16,0.32,24.52%,135.82%,0.69,0.67
4/14/2020,ID-KB,Kalimantan Barat,0,0,2,-2,13,3,6,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,2.4,0,0.55,0.06,23.08%,46.15%,1,1
4/14/2020,ID-KS,Kalimantan Selatan,3,2,0,1,37,7,4,26,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.75,9.2,1,1.74,0.17,18.92%,10.81%,3,
4/14/2020,ID-KT,Kalimantan Tengah,0,1,0,-1,25,4,47,-26,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,9.73,0,1.56,0.16,16.00%,188.00%,0,
4/14/2020,ID-KI,Kalimantan Timur,0,0,0,0,33,1,9,23,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0,9.29,0,0.28,0.03,3.03%,27.27%,1,1
4/14/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,24.68,0,1.54,0.15,6.25%,0.00%,1,1
4/14/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,5,1,0,4,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,3.62,0,0.72,0.07,20.00%,0.00%,1,1
4/14/2020,ID-KR,Kepulauan Riau,6,2,0,4,27,8,4,15,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,3.11,13.99,1,4.15,0.41,29.63%,14.81%,,
4/14/2020,ID-LA,Lampung,0,0,0,0,21,5,4,12,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,2.31,0,0.55,0.05,23.81%,19.05%,0,1
4/14/2020,ID-MA,Maluku,0,0,0,0,11,1,2,8,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,5.96,0,0.54,0.05,9.09%,18.18%,1,1
4/14/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,1,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,1.53,0,0,0,0.00%,50.00%,1,1
4/14/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,36,2,2,32,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,6.83,0,0.38,0.04,5.56%,5.56%,0,1
4/14/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0,0.18,0,0,0,0.00%,0.00%,1,1
4/14/2020,ID-PA,Papua,0,0,0,0,67,5,11,51,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,15.44,0,1.15,0.12,7.46%,16.42%,0,1
4/14/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0,0.88,0.09,50.00%,50.00%,1,1
4/14/2020,ID-RI,Riau,0,0,0,0,20,3,4,13,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,3.29,0,0.49,0.05,15.00%,20.00%,0,1
4/14/2020,ID-SN,Sulawesi Selatan,8,3,4,1,229,22,39,168,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.85,24.29,0,2.33,0.23,9.61%,17.03%,,3
4/14/2020,ID-ST,Sulawesi Tengah,0,0,0,0,19,3,2,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,6.43,0,1.02,0.1,15.79%,10.53%,1,0
4/14/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,6.07,0,0.38,0.04,6.25%,6.25%,1,1
4/14/2020,ID-SA,Sulawesi Utara,0,0,2,-2,17,4,8,5,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,6.43,0,1.51,0.15,23.53%,47.06%,1,1
4/14/2020,ID-SB,Sumatera Barat,3,1,0,2,48,4,7,37,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,8.7,0,0.72,0.07,8.33%,14.58%,3,
4/14/2020,ID-SS,Sumatera Selatan,1,0,0,1,19,2,4,13,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,2.31,0,0.24,0.02,10.53%,21.05%,,1
4/14/2020,ID-SU,Sumatera Utara,5,0,1,4,72,9,20,43,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.34,4.84,0,0.61,0.06,12.50%,27.78%,2.5,0
4/15/2020,ID-BA,Bali,6,0,0,6,93,2,10,81,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.42,22.06,0,0.47,0.05,2.15%,10.75%,1,1
4/15/2020,ID-BT,Banten,1,1,8,-8,213,48,280,-115,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,19.87,0,4.48,0.45,22.54%,131.46%,0.17,0.5
4/15/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,2,0,0.5,0.05,25.00%,0.00%,1,1
4/15/2020,ID-JK,DKI Jakarta,143,9,20,114,2085,280,212,1593,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,13.18,192.23,1,25.82,2.58,13.43%,10.17%,1.17,0.9
4/15/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,60,6,24,30,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,16.52,0,1.65,0.17,10.00%,40.00%,0.2,1
4/15/2020,ID-GO,Gorontalo,0,0,0,0,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,0.85,0,0,0,0.00%,0.00%,1,1
4/15/2020,IDN,Indonesia,297,10,20,267,5136,469,446,4221,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.12,19.37,0,1.77,0.18,9.13%,8.68%,1.05,0.17
4/15/2020,ID-JA,Jambi,1,0,0,1,6,0,4,2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,1.72,0,0,0,0.00%,66.67%,1,1
4/15/2020,ID-JB,Jawa Barat,30,0,2,28,491,72,122,297,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.66,10.87,0,1.59,0.16,14.66%,24.85%,7.5,0
4/15/2020,ID-JT,Jawa Tengah,25,2,2,21,417,51,67,299,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.69,11.47,0,1.4,0.14,12.23%,16.07%,0.31,2
4/15/2020,ID-JI,Jawa Timur,25,4,4,17,547,132,713,-298,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.62,13.51,0,3.26,0.33,24.13%,130.35%,0.69,2
4/15/2020,ID-KB,Kalimantan Barat,0,0,0,0,13,3,6,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,2.4,0,0.55,0.06,23.08%,46.15%,1,1
4/15/2020,ID-KS,Kalimantan Selatan,12,0,1,11,49,7,5,37,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.98,12.18,0,1.74,0.17,14.29%,10.20%,4,0
4/15/2020,ID-KT,Kalimantan Tengah,8,0,0,8,33,4,47,-18,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,3.11,12.84,0,1.56,0.16,12.12%,142.42%,,0
4/15/2020,ID-KI,Kalimantan Timur,0,0,0,0,33,1,9,23,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0,9.29,0,0.28,0.03,3.03%,27.27%,1,1
4/15/2020,ID-KU,Kalimantan Utara,4,0,1,3,20,1,1,18,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,30.84,0,1.54,0.15,5.00%,5.00%,,1
4/15/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,6,1,0,5,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,4.35,0,0.72,0.07,16.67%,0.00%,,1
4/15/2020,ID-KR,Kepulauan Riau,5,0,3,2,32,8,7,17,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,2.59,16.59,0,4.15,0.41,25.00%,21.88%,0.83,0
4/15/2020,ID-LA,Lampung,0,0,0,0,21,5,4,12,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,2.31,0,0.55,0.05,23.81%,19.05%,1,1
4/15/2020,ID-MA,Maluku,3,0,0,3,14,1,2,11,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,1.62,7.58,0,0.54,0.05,7.14%,14.29%,,1
4/15/2020,ID-MU,Maluku Utara,2,0,1,1,4,0,2,2,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,3.06,0,0,0,0.00%,50.00%,,1
4/15/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,36,2,2,32,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,6.83,0,0.38,0.04,5.56%,5.56%,1,1
4/15/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0,0.18,0,0,0,0.00%,0.00%,1,1
